PROVIDER,CLASSIFICATION,DESCRIPTION,PRICE,UNIT
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Homatropine 2%, 1% (Hydrobromide)",270,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Phenylephrine 2.5%, 10% (HCL)",450,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Tropicamide 0.5%, 1%",585,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Cyclopentolate 0.5%, 0.1% (Hydrochloride)",675,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Methylcellulose 1%, 2%",765,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ergometrine 0.5mg (Maleate),9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ergometrine 0.5mg/ml  (Maleate),45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Oxytocin 10 units/ml, 5 units/ml in Ampoules",45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Misoprostol 3mg,81,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Oral Rehydration Salt (See 18.5.2),45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Potassium Chloride (slow release) 600mg,9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Potassium Chloride (slow release) 5%, 10%, 20%",180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Dextrose + Sodium Chloride 5% + 0.9%,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Glucose (Dextrose) 5% & 10%,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Glucose (Dextrose) 50% in water,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Potassium Chloride 15% in 10ml Ampoule,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ringer’s Lactate ,135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Sodium   Lactate Compound solution Solution, BP",180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Sodium Bicarbonate 1.4% in 10ml (isotonic),225,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Sodium chloride 0.9%, 0.45%",180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Water for injection 10ml, per amp/vial",9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Bromazepam 1.5mg,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Bromazepam 3mg,27,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Diazepam 5mg, 2mg, 10mg",18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Diazepam 5mg/ml in 2ml,135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Flunitrazepam 1mg,99,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Amitriptyline 25mg (HCL),9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Amitriptyline 50mg,13.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Clomipramine 25mg,59.4,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Citalopram 20mg,45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Gabapentin + Methylcobalamin 300mg + 50 mg,45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Imipramine 10mg,",4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Olanzepine 5mg,45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Paroxetine 20mg,90,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Carbamazepine 200mg,9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Chlorpromazine 25mg,4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Chlorpromazine 50mg,9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Chlorpromazine 100mg  (HCL),9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Chlorpromazine 25mg/5ml (HCL),900,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Chlorpromazine 25mg/ml (HCL) in 2ml Ampoule,63,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Fluoxethine 25mg/ml in 1ml Ampoule (decanoate or enanthate),315,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Flupenthixol 20mg (decanoate  or enanthate) in 1ml Ampoule,810,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Flupenthixol 1.5mg, 3mg",9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Flupenthixol 50mg/ml, 100mg/ml,",135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Fluphenazine 25mg,135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Haloperidol 2mg, 5mg.10mg",6.3,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Haloperidol 5mg/ml,567,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Trifluoperazine 5mg,6.3,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Valproic acid (sodium valproate) 200mg,54,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Valproic acid (sodium valproate) 500mg,126,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Benzhexol (triehexylphenidyl) 2mg, 5mg (HCL)",4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Aminophylline 25mg/ml  in 10ml  Ampoule,198,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Beclomethasone 0.050mg/metered dose,1350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ephedrine + Theophyline 11mg + 20 mg,13.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ipratropium bromide 20 micrograms per metered dose,900,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Salbutamol 0.1mg/metered dose,630,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Salmeterol 250mcg/dose,3780,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Salmeterol + Fluticasone 250mcg /100mcg,3600,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Theophylline 125mg,13.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Theophylline 250mg (SR),27,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Bromhexine 8mg,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Bromhexine 4mg/5ml,207,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Cough Mixtures containing Codeine ,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Cough Mixtures containing Guaphenesin ,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Dextromethorphan hydrobromide 15mg/5ml,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Diphenyl hydramine Mixtures ,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Alpha tocopheryl acetate( Vitamin E) 100mg,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Alpha tocopheryl acetate( Vitamin E) 1000 I.U,22.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ascorbic Acid 100mg,1.8,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Ascorbic Acid 100mg/5ml, 200mg/5ml, 500mg/5ml",180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ascorbic Acid 1g,675,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Cyanocobalamin (B12) 0.25mg in 1ml, 1mg/ml",90,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Cyanocobalamin (B12) 0.05 mg,4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Ergocalciferol (Vit. D) 0.25mg, 1.25mg",9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Folic acid 5 mg,2.7,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Multivitamin ,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Multivitamin ,4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Multivitamin ,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Pyridoxine (Vitamin B6) 10,20,50, mg  (HCL)",4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Retinol (Vitamin A) 1.5mg, 7.5mg , 15mg (5 000,25 000, 50 000 units)
respectively.",18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Retinol (Vitamin A) 10000iu(5.5mg)/5ml,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Retinol (Vitamin A) ,270,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Retinol (Vitamin A) ,279,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Thiamine (Vitamin B1),4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Vitamin B complex tab,1.8,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Vitamin B complex syrup,135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Vitamin B complex inj,72,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Vitamins B1+B6+B12 tab,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Vitamins B1+B6+B12 inj,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Riboflavine (Vitamin B2) 5mg,4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Yeast BPC tab,1.8,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Calcium Lactate 300mg,4.5,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Calcium Gluconate,2.7,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,5 Fluorouracil (5FU) 500mg,450,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Doxorubicin 50mg,3600,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Bicalutamide 50mg,"4,950",
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Cisplatinium 50mg,2700,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Cyclophosphamides 500mg,900,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Docetaxel 80mg,49500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Epirubicin 50mg,7650,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Gemcitabine 1gm,14400,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Granisetron 3mg,2700,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Leucovorin 50mg,1350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Ondansetron 8mg,1800,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Oxaliplatin 100mg,36000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Paclitaxel 100mg,18000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Tamoxifen 20mg,900,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Vincristine 2mg,4050,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Xeloda 1 pack,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Zoladex Inj 3.6mg/month,"21,600",
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Zoledronic acid 5mg/100ml/month,"18,000",
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Trypsin + Chymotrypsin Trypsin 50,000 Armour units + Chymotrypsin 50000
Armour units",18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Blood giving set Unit,90,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Chromic  catgut All sizes,225,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Cotton wool All sizes,90,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Crepe bandage All sizes,135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Folleys Catether All sizes,135,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Infusion set Unit,45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"IV Cannula 14G,16G,18G,20G-23G,25G",90,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Mucus extractor All sizes,117,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Needle Unit,9,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,NG Tube All sizes,90,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Nylon All sizes,225,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,plaster All sizes,225,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,"Scalp vein needle 20G,21G,22G,23G,25G",45,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Soluset All sizes,1260,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Surgical blade All sizes,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Surgical Gloves All sizes,63,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Syringe/Needle 2ml,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Syringe/Needle 5ml,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Syringe/Needle 10ml,18,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Syringe/Needle 20ml,36,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DRUGS,Urine Bag All sizes,180,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Antral Washout,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Aseptic Destruction of Labyrinth For Meniere's Disease,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Audiometry,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Electrocautery of Nose,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Foreign Body Removal From Ear,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Foreign Body Removal From Nose,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),I&D of quinsy/retropharyngeal abscess/ludwig angina,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Indirect Laryngoscopy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Myringoplasty,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),"Myringostomy; bilat, unilat, with grommet",15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Preauricular Sinus,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Release of tongue tie,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Sinus Antroscopy,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Staples Mobilisation,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MINOR),Tympanometry,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Ant Ethmoidal Artery ligation,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Aryteniodectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Autogenous Bone Graft To Mastoid Cavity,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Cleft Palate Repairs.,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Dacrocystorhinostomy (DCR),50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),"Ethmoidectomy; Fronto, External",50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Fenestration,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Fracture Reduction of the Nose,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Internal Auditory Meatus Surgery,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Intranasal ethmoidectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Labyrinthotomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),"Laryngeal Stenosis, Laryngocele, Abductor Paralysis, Laryngo-Fissure",50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Laryngectomy (All types),150000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Laryngoplasty,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Mastoid  Surgery/Mastoidectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Maxilectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Muscle Grafting To Mastoid Cavity,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Neck exploration for penetrating neck Injury,200000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Parapharyngeal Excission/I&D/Tumour excission,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Pharyngoplasty,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Posterior Canal Reconstruction After Radical Mastoidectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Reduction and fixation of Jaw fractures,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Reduction and fixation of maxillary fractures,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Rhinoplasty,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Sequestrectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Stapedial Surgery For Otosclerosis/Stapedectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Styloidectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Total parotidectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Tympanoplasty,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ENT (MAJOR),Vidian Neurectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Adenoidectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,"Antrostomy - Nasal Sinus Surgery (e.g. middle/inferior meatal/
Caldwell Luc)",25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Aural Polypectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Cleft Lip Repairs.,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,cortical mastoidectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Cryosurgery,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Direct Laryngoscopy ( Under GA),25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,EUA Nasopharynx + biopsy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Excision of Nasomaxillary mass,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Lateral rhinotomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Meatoplasty (for Traumatic Meatus Atresia),25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Nasal Polypectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Oesophagoscopy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Partial Amputation of the pinna,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Septoplasty,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Submandibular gland excision,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,superficial parotidectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Thyroglossal cyst/fistula excision,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Tonsillectomy/Adenotonsilectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Tracheostomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Turbinectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,MAXILLOFACIAL,Young's Operation,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OBSTETRICS/GYNEACOLOGY,Antenatal care,7500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OBSTETRICS/GYNEACOLOGY,Normal Delivery,7000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OBSTETRICS/GYNEACOLOGY,Delivery of Multiple Pregnancy,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Cervical  Polypectomy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Cervical Cone Biopsy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Colposcopy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,D&C / Evacuation Of Retained Products Of Conception,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Destructive delivery (cranioembrayotomy),20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Excision / Diathermy Of Warts,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Excision Of Vaginal Septum,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Hysteroscopy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Labial Cyst,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Laparascopy + Dye Test,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Marsupialisation ( Bartholin's Cyst ),20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Pap Smear Procedure,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Perineal Warts,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Repair of Episiotomy,20000,
